rowid,uni_name,major,degree,season,decision,decision_method,decision_date,decision_timestamp,ugrad_gpa,gre_verbal,gre_quant,gre_writing,is_new_gre,gre_subject,status,post_data,post_timestamp,comments
4325,University Of Central Florida (UCF),CS,PhD,F15,Accepted,E-mail,27-01-2015,1422334800,3.7,146,162,2.5,TRUE,,International,13-02-2015,1423803600,Financial aid is not finalized yet. Don't know what is going to be happened.
4326,University Of South Florida (USF),CS,PhD,F15,Accepted,E-mail,22-01-2015,1421902800,3.7,162,146,2.5,TRUE,,International,13-02-2015,1423803600,"Financial aid is not yet finalized, they said, they will inform it later, also encourage to contact with faculty members."
4329,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.95,159,166,5,TRUE,,American,13-02-2015,1423803600,"Undergrad from top 25 college, already admitted into top 5 CS program. So this decision does not matter to me anyway"
4330,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.51,151,164,3,TRUE,,International,13-02-2015,1423803600,Three papers + Two papers in review...4 Internships...1 year Expr..Very good Extra curricular
4333,"University Of Wisconsin, Madison",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.78,152,163,3,TRUE,,International,13-02-2015,1423803600,"Three published journal or conference paper, another two still in review, two exchange student programs, four published apps and games...lol, waiting for other universities..."
4334,George Washington University (GWU),CS,MS,F15,Accepted,E-mail,13-02-2015,1423803600,3.4,146,152,3,TRUE,,International,13-02-2015,1423803600,
4335,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.9,152,166,3.5,TRUE,,International,13-02-2015,1423803600,
4336,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.5,161,165,3.5,TRUE,,International,13-02-2015,1423803600,"First reject, praying for next 7."
4338,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.69,155,167,4,TRUE,,International,13-02-2015,1423803600,"5 Journal papers (all first author), good acads, 3 decent Lors, 1 year industry exp, 7 months research exp."
4339,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F15,Accepted,E-mail,13-02-2015,1423803600,3.94,161,168,4,TRUE,,International,13-02-2015,1423803600,MS in CS. Got an email from a professor saying that I got admitted and he's interested in working with me.
4340,"University Of Wisconsin, Madison",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.8,162,170,3.5,TRUE,,International,13-02-2015,1423803600,First reject. Received a Generic mail saying they had over 1500 applications.
4341,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.8,148,170,3,TRUE,,International,13-02-2015,1423803600,"Strong Acads, research experience (2 published papers, first author) and 3 years work experience.. (Nvidia)

3 internship (Google, IIT-Delhi, CMU)



What else do they need?"
4342,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.72,155,167,4,TRUE,,International,13-02-2015,1423803600,First reject on the season! Was one of my safe university.
4343,"University Of Michigan, Ann Arbor (UMich)",CS,PhD,F15,Accepted,E-mail,13-02-2015,1423803600,3.6,151,169,3.5,TRUE,,International with US Degree,13-02-2015,1423803600,talked to POI at a conference before
4347,"University Of Minnesota, Twin Cities (UMN)",ECE,MS,F15,Accepted,E-mail,13-01-2015,1421125200,4,156,170,3.5,TRUE,,International,13-02-2015,1423803600,"Official admit, no funding"
4348,"University Of California, Los Angeles (UCLA)",ECE,MS,F15,Accepted,E-mail,2-Jun-15,1423198800,4,156,170,3.5,TRUE,,International,13-02-2015,1423803600,Got official acceptance and a day before the department sent a mail that I am being recommended for admission.
4350,George Washington University (GWU),CS,MS,F15,Accepted,Website,2-Dec-15,1423717200,2.85,164,152,3,TRUE,,International,13-02-2015,1423803600,"T93, G316+3.0, GPA2.85   And GWU kindly gave me an AD. How generous!"
4353,University Of Delaware,CS,PhD,F15,Accepted,E-mail,13-02-2015,1423803600,3.49,154,159,5,TRUE,,American,13-02-2015,1423803600,Coming in with M.S. in experimental psych and M.S. in computer science. 5 psych related poster presentations and a symposium talk.
4355,University Of Central Florida (UCF),CS,PhD,F14,Rejected,Website,13-02-2015,1423803600,3.49,154,159,5,TRUE,,American,13-02-2015,1423803600,
4358,"University Of Missouri, Columbia",CS,PhD,F15,Accepted,E-mail,13-02-2015,1423803600,4,161,168,4.5,TRUE,,American,13-02-2015,1423803600,"Accepted with Assistantship and nominated for Fellowship. One of my safety schools, won't attend but nice to be accepted."
4362,"University Of Michigan, Ann Arbor (UMich)",CS,PhD,F15,Accepted,E-mail,2-Dec-15,1423717200,3.22,167,167,5,TRUE,,American,12/2/15,1423717200,
4364,Washington State University (WSU),CS,PhD,F15,Accepted,E-mail,1-Dec-15,1421038800,3.9,145,162,3,TRUE,,International,12/2/15,1423717200,"I was in contact with a professor. 1unrelated journal, 1related conference paper , 2 BSc majors (SW & IT). Work experiences."
4365,"University Of Washington, Seattle (UW)",CS,PhD,F15,Accepted,E-mail,2-Dec-15,1423717200,3.97,148,170,3,TRUE,910,International,12/2/15,1423717200,Email from the interviewer!
4366,George Washington University (GWU),CS,MS,F15,Accepted,E-mail,2-Dec-15,1423717200,3.14,145,165,3,TRUE,,International,12/2/15,1423717200,"Toefl: 105 -- ""Unfortunately, no assistantships or fellowships are available to you at this time."""
4367,"University Of Maryland, College Park (UMD)",ECE,PhD,F15,Accepted,E-mail,2-Nov-15,1423630800,3.81,165,151,3,TRUE,,International with US Degree,12/2/15,1423717200,"Tuition waived with 2 years T.A stipend! Got accepted without interview.

T.A experience, Research experience for 9 months. Conference participation for undergraduate students in my school. X published paper. Applied directly from bachelor's degree in EE."
4371,University Of Central Florida (UCF),CS,PhD,F15,Accepted,E-mail,2-Dec-15,1423717200,2.7,148,166,3.5,TRUE,,International,12/2/15,1423717200,
4372,University Of Central Florida (UCF),CS,PhD,F15,Accepted,E-mail,2-Dec-15,1423717200,2.7,148,166,3.5,TRUE,,International,12/2/15,1423717200,
4375,Brown University,CS,PhD,F15,Accepted,E-mail,2-Sep-15,1423458000,3.63,165,163,5,TRUE,,American,12/2/15,1423717200,No interview beforehand.
4377,Georgia Institute Of Technology (GTech),ECE,PhD,F15,Accepted,E-mail,2-Dec-15,1423717200,3.7,165,165,5.5,TRUE,,American,12/2/15,1423717200,Generic acceptance email with standard teaching or research assistantship offers
4378,Georgia Institute Of Technology (GTech),ECE,PhD,F15,Accepted,E-mail,2-Dec-15,1423717200,3.89,161,168,3.5,TRUE,,International,12/2/15,1423717200,No details about funding...
4382,Georgia Institute Of Technology (GTech),ECE,PhD,F15,Accepted,E-mail,2-Dec-15,1423717200,4,158,170,4,TRUE,,International,12/2/15,1423717200,PhD Robotics
4383,Purdue University,ECE,PhD,F15,Accepted,E-mail,2-Oct-15,1423544400,4,158,170,4,TRUE,,International,12/2/15,1423717200,
4384,"University Of Maryland, College Park (UMD)",ECE,PhD,F15,Accepted,E-mail,2-Dec-15,1423717200,3.3,167,170,4,TRUE,,International,12/2/15,1423717200,Masters GPA - 3.8. Got mail from department offering half GTA and half GRA for 1 year. First official acceptance!
4386,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Dec-15,1423717200,3.5,145,160,4,TRUE,,American,12/2/15,1423717200,Sad
4387,Stanford University,CS,PhD,F15,Rejected,E-mail,2-Jun-15,1423198800,3.8,153,170,3.5,TRUE,,American,12/2/15,1423717200,
4389,ETH Zurich,CS,MS,F15,Accepted,E-mail,2-Oct-15,1423544400,3.69,160,168,4.5,TRUE,,International,12/2/15,1423717200,Notified that the official letter with instructions will follow.
4391,Purdue University,CS,PhD,F15,Accepted,E-mail,2-Dec-15,1423717200,3.89,152,163,3.5,TRUE,,International,12/2/15,1423717200,Selected as recipient of a fellowship :)
4394,Georgia Institute Of Technology (GTech),ECE,PhD,F15,Accepted,E-mail,2-Nov-15,1423630800,4,148,170,3,TRUE,,International,11/2/15,1423630800,No interview. Funding unknown...
4399,Georgia Institute Of Technology (GTech),ECE,PhD,F15,Accepted,E-mail,2-Nov-15,1423630800,3.9,152,165,4,TRUE,,American,11/2/15,1423630800,Accepted w/ TA... Will most likely receive RA if I pass preliminary exam.
4403,"University Of Maryland, College Park (UMD)",ECE,PhD,F15,Accepted,E-mail,2-Nov-15,1423630800,3.84,161,165,3.5,TRUE,,International,11/2/15,1423630800,Offered Clark School of Engineering Distinguished Graduate Fellowship
4404,"University Of California, San Diego (UCSD)",CS,MS,F15,Accepted,E-mail,2-Oct-15,1423544400,3.6,161,168,3.5,TRUE,,American,11/2/15,1423630800,"ee undergrad. 1 yr research no pub, but 2 internships and 1 yr work exp"
4405,Princeton University,CS,MS,F15,Rejected,E-mail,2-Oct-15,1423544400,3.91,153,166,4,TRUE,,International,11/2/15,1423630800,
4407,Princeton University,CS,MS,F15,Rejected,E-mail,2-Oct-15,1423544400,3.8,161,168,4,TRUE,,International,11/2/15,1423630800,I am from Electronics Engineering. Had 3 publications.
4410,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Nov-15,1423630800,3.97,148,170,3,TRUE,910,International,11/2/15,1423630800,
4411,ETH Zurich,CS,MS,F15,Accepted,E-mail,2-Nov-15,1423630800,3.7,156,161,4,TRUE,,International,11/2/15,1423630800,:)
4412,University Of Toronto (UofT),CS,MS,F15,Accepted,E-mail,2-Oct-15,1423544400,3.78,169,162,4.5,TRUE,,International,11/2/15,1423630800,Current U of T student. Offer from DGP group.
4413,"University Of California, San Diego (UCSD)",ECE,MS,F15,Accepted,E-mail,28-01-2015,1422421200,3.65,154,162,4,TRUE,,International,11/2/15,1423630800,2 years of relevant work exp + 3 IEEE conf. papers + 1 Research Internship
4414,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Oct-15,1423544400,3.8,162,161,4,TRUE,,American,11/2/15,1423630800,
4415,ETH Zurich,CS,MS,F15,Accepted,Phone,2-Nov-15,1423630800,4,163,167,4.5,TRUE,,International,11/2/15,1423630800,I had an interview with a professor from the department about my ESOP application. I was told I had been accepted during the interview.
4416,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Oct-15,1423544400,3.4,168,170,4,TRUE,,International,11/2/15,1423630800,Masters GPA 3.84. First official rejection (many other implied :P ).
4417,ETH Zurich,CS,MS,F15,Accepted,E-mail,2-Nov-15,1423630800,3.9,163,170,5,TRUE,,International,11/2/15,1423630800,No word on the scholarship results yet.
4418,"University Of Wisconsin, Madison",CS,MS,F15,Accepted,E-mail,30-01-2015,1422594000,3.9,155,165,4,TRUE,,International,11/2/15,1423630800,"High GPA, good internship, good recommendations"
4419,University Of Notre Dame,CS,PhD,F15,Accepted,E-mail,2-Apr-15,1423026000,3.66,150,170,3.5,TRUE,,International,11/2/15,1423630800,
4420,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Nov-15,1423630800,3.65,158,167,3,TRUE,,International,11/2/15,1423630800,
4421,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Nov-15,1423630800,3.67,164,159,4.5,TRUE,,International,11/2/15,1423630800,... :(
4422,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Oct-15,1423544400,3.81,170,170,5,TRUE,,International,11/2/15,1423630800,At least they sent the decisions promptly :)
4423,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Nov-15,1423630800,3.93,160,165,3.5,TRUE,,American,11/2/15,1423630800,
4425,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,2-Sep-15,1423458000,3.74,161,163,4,TRUE,,International,11/2/15,1423630800,"Research workshop at CMU, semester exchange at known school, 1 LOR from U Pitt prof, some research experience. Dream school; disappointed. Off to U Penn I guess."
4426,Princeton University,CS,MS,F15,Rejected,E-mail,2-Nov-15,1423630800,3.78,162,167,4,TRUE,,American,11/2/15,1423630800,"Mechanical Engineering undergrad from top 10 program, 5 yrs non engineering working experience aiming to switch tracks into CS."
4427,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Nov-15,1423630800,3.85,152,169,3,TRUE,,International,11/2/15,1423630800,My second reject. Expect to receive another 10 ones.
4428,Princeton University,CS,MS,F15,Rejected,E-mail,2-Nov-15,1423630800,3.8,148,170,3,TRUE,,International,11/2/15,1423630800,"Standard rejection mail.

Excellent academics and research background. (2 IEEE conference papers). 3 years of experience at Nvidia. 

Sad :("
4430,University Of Notre Dame,CS,PhD,F15,Accepted,E-mail,2-Nov-15,1423630800,3.84,166,168,5.5,TRUE,,International,11/2/15,1423630800,"Good projects, no publications. Accepted after skype interview with full tuition waiver and stipend."
4431,ETH Zurich,CS,MS,F15,Accepted,E-mail,2-Oct-15,1423544400,4,163,168,4.5,TRUE,,International,11/2/15,1423630800,Easy admit. Waiting for their word on Excellence scholarship. Anybody has any idea how/when will they contact to let us know?
4434,Princeton University,CS,MS,F15,Rejected,E-mail,2-Nov-15,1423630800,4,163,168,4.5,TRUE,,International,11/2/15,1423630800,Perfect GPA. 2 quality research papers in area of interest. stellar letters. What more do they want? Too choosy..
4435,Princeton University,CS,MS,F15,Accepted,E-mail,2-Nov-15,1423630800,3.95,164,170,4,TRUE,,International with US Degree,11/2/15,1423630800,"Offered full funding plus stipend through TA

now i am torn between princeton master and uw phd..."
4442,Princeton University,CS,MS,F15,Rejected,E-mail,2-Nov-15,1423630800,3.78,170,157,3.5,TRUE,,International,11/2/15,1423630800,sigh..
4444,Illinois Institute Of Technology,CS,PhD,F15,Accepted,E-mail,2-Oct-15,1423544400,3.75,165,145,3,TRUE,,International,11/2/15,1423630800,No funding
4445,Princeton University,CS,MS,F15,Rejected,E-mail,2-Nov-15,1423630800,3.8,162,170,5,TRUE,,American,11/2/15,1423630800,
4446,Princeton University,CS,MS,F15,Rejected,E-mail,2-Nov-15,1423630800,3.9,152,166,3.5,TRUE,,International,10/2/15,1423544400,
4449,Princeton University,CS,MS,F15,Rejected,E-mail,2-Oct-15,1423544400,3.52,155,169,4.5,TRUE,,American,10/2/15,1423544400,
4451,Princeton University,CS,MS,F15,Rejected,E-mail,2-Oct-15,1423544400,3.7,159,170,3.5,TRUE,,International with US Degree,10/2/15,1423544400,well.
4453,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Oct-15,1423544400,3.9,167,155,3.5,TRUE,,International with US Degree,10/2/15,1423544400,"CV area. 3 conference papers + 1 transaction + 1 conference under review, all as 1st author."
4459,Princeton University,CS,PhD,F15,Rejected,E-mail,2-Oct-15,1423544400,3.85,150,170,3.5,TRUE,,International,10/2/15,1423544400,
4460,Princeton University,CS,MS,F15,Rejected,E-mail,2-Oct-15,1423544400,3.6,162,168,,TRUE,,American,10/2/15,1423544400,"transfer app. currently in a lower tier CS MS program. Ivy undergrad, non-CS major. 1 forthcoming pub."
4476,"University Of California, San Diego (UCSD)",CS,MS,F15,Accepted,E-mail,2-Oct-15,1423544400,3.75,155,167,4,TRUE,,International with US Degree,10/2/15,1423544400,Very Excited! Any of the other accepted master students any information on the fellowship applications?
4479,University Of Waterloo,CS,MS,F15,Accepted,E-mail,26-01-2015,1422248400,3.43,166,165,4.5,TRUE,,International,10/2/15,1423544400,"Publication in Discrete Mathematics, 1 LOR from a well known researcher in India. From PSG Tech, Coimbatore."
4483,University Of Southern California (USC),CS,MS,F15,Accepted,E-mail,2-Oct-15,1423544400,3.9,159,168,4.5,TRUE,,International with US Degree,10/2/15,1423544400,Email intimation congratulating me for admission. Asked to provide financial certification form. Already have admits from GaTech and UPenn.
4485,Harvard University,CS,PhD,F15,Accepted,E-mail,2-Aug-15,1423371600,3.83,153,170,3,TRUE,,International,10/2/15,1423544400,"Email from POI, official offer will come in a week."
4494,"Indiana University, Bloomington",CS,PhD,F15,Accepted,E-mail,2-Sep-15,1423458000,3.66,167,163,5,TRUE,,American,9/2/15,1423458000,
4499,Stanford University,CS,PhD,F15,Rejected,E-mail,2-Jun-15,1423198800,3.71,157,161,4,TRUE,,International with US Degree,9/2/15,1423458000,"3 publications, 2 of them unrelated to major applied, 1 partly aligned. MS GPA is displayed. Undergrad from India, non-IIT. Decision was conveyed in an email."
4501,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,2-Jul-15,1423285200,3.73,170,168,5,TRUE,,International,9/2/15,1423458000,Two internships; decent projects and LORs.
4504,University Of Pennsylvania (UPenn),CS,PhD,F15,Accepted,E-mail,2-Sep-15,1423458000,3.95,164,170,4,TRUE,,International with US Degree,9/2/15,1423458000,Notified by professor. After two interviews with professors in the same group.
4505,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,2-Sep-15,1423458000,3.5,169,152,3,TRUE,,International,9/2/15,1423458000,So sad.
4512,"University Of Wisconsin, Madison",CS,PhD,F15,Accepted,E-mail,2-May-15,1423112400,3.84,166,168,5.5,TRUE,,International,9/2/15,1423458000,"Good projects, no publications. Direct PhD after B.Tech."
